,Unnamed: 0,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
3981,3981,Nora,2017-01-26,"Chicago, IL",within an hour,100.0,t,Portage Park,"['email', 'phone']",t,t,Neighborhood highlights,Portage Park,Private room in rental unit,Private room,1 shared bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Fast wifi \u2013 143 Mbps"", ""Self check-in"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Smart lock"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Bathtub"", ""Long term stays allowed"", ""Central air conditioning"", ""Coffee maker: drip coffee maker"", ""Hot water kettle"", ""Body soap"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""65 inch HDTV"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Gas stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Board games"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Park view"", ""Baking sheet"", ""Shared backyard \u2013 Fully fenced"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2023-01-03,2023-05-10,Without license,f,113396408,100.0,3.0,41.94386,-87.76362,1.0,1.0,1.0,1.0,75.0,32.0,120,32.0,120.0,0,0,0,79,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1
3982,3982,Blueground,2016-12-16,"New York, NY",within an hour,100.0,f,Cambridge,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Loop,Entire rental unit,Entire home/apt,1 bath,"[""Refrigerator"", ""BBQ grill"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Shampoo"", ""Gym"", ""Crib"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Oven"", ""Private entrance"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Patio or balcony"", ""Long term stays allowed"", ""Lockbox"", ""High chair"", ""Elevator"", ""Coffee maker"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Washer \u2013\u00a0In unit"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Pool"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,31/12/2030,31/12/2030,Without license,t,107434423,96.0,11.1,41.8860812,-87.63422229999998,2.0,1.0,1.0,1.0,198.0,32.0,1125,35.7,1125.0,0,0,0,112,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.89,4.9,4.8,3.42
3983,3983,David,2020-01-13,"Chicago, IL",within an hour,100.0,f,Woodlawn,"['email', 'phone']",t,t,Neighborhood highlights,Woodlawn,Entire rental unit,Entire home/apt,2 baths,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Stainless steel oven"", ""Self check-in"", ""65 inch HDTV with Amazon Prime Video, Fire TV, Hulu, Netflix"", ""Wifi"", ""Heating"", ""Free dryer \u2013 In unit"", ""Shared backyard \u2013 Fully fenced"", ""Garden view"", ""Exterior security cameras on property"", ""Smart lock"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Samsung stainless steel gas stove"", ""Wine glasses"", ""Hangers"", ""Private patio or balcony"", ""Free parking on premises"", ""Bathtub"", ""Long term stays allowed"", ""Central air conditioning"", ""Hot water kettle"", ""Body soap"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Laundromat nearby"", ""Barbecue utensils"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Single level home"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Indoor fireplace: electric"", ""Board games"", ""Outdoor playground"", ""Freezer"", ""Baking sheet"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-10-09,2024-08-19,R22000087677,t,327131692,100.0,2.0,41.78403,-87.6137,6.0,2.0,3.0,3.0,186.0,2.0,30,2.0,1125.0,13,37,67,339,81.0,35.0,1.0,4.75,4.8,4.79,4.91,4.89,4.9,4.74,3.42
3984,3984,Hugh,2015-07-22,"Chicago, IL",within an hour,100.0,f,Bucktown,"['email', 'phone']",t,t,No specified,Logan Square,Entire rental unit,Entire home/apt,1 bath,"[""Refrigerator"", ""First aid kit"", ""Wifi"", ""Central heating"", ""Dining table"", ""Coffee"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Private entrance"", ""Bathtub"", ""Room-darkening shades"", ""TV"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Baby bath - available upon request"", ""Crib - available upon request"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Cleaning products"", ""Bed linens"", ""Iron"", ""High chair - available upon request"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker, Nespresso"", ""Laundromat nearby"", ""Clothing storage: wardrobe"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Gas stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2023-06-11,2024-09-11,R23000098850,f,39238235,99.0,1.0,41.92341929041935,-87.68812857892556,4.0,1.0,1.0,1.0,164.0,2.0,365,2.0,365.0,5,19,34,298,64.0,49.0,1.2,4.97,4.95,5.0,4.95,5.0,4.97,4.92,4.13
3985,3985,Sherice,2018-02-14,"Frankfort, IL",within an hour,100.0,f,South Side,"['email', 'phone']",t,f,No specified,Chatham,Entire rental unit,Entire home/apt,1 bath,"[""Paid parking on premises"", ""Refrigerator"", ""BBQ grill"", ""First aid kit"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Dryer"", ""Exterior security cameras on property"", ""Breakfast"", ""Fire pit"", ""Shampoo"", ""Hangers"", ""Oven"", ""Private entrance"", ""Free parking on premises"", ""TV"", ""Air conditioning"", ""Outdoor furniture"", ""Outdoor dining area"", ""Washer"", ""Stainless steel gas stove"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Board games"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2023-06-01,2024-05-15,Without license,f,173416071,91.0,6.0,41.9,-87.61656,5.0,1.0,3.0,2.0,89.0,32.0,120,32.0,120.0,29,59,89,364,4.0,1.0,0.0,4.5,4.5,4.9,4.9,4.75,4.75,4.75,0.25
3986,3986,Studebecker,2019-02-13,"Skokie, IL",within an hour,100.0,t,Near South Side,"['email', 'phone']",t,t,Neighborhood highlights,Near South Side,Entire rental unit,Entire home/apt,2 baths,"[""Shower gel"", ""First aid kit"", ""Cooking basics"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Smart lock"", ""Pack \u2019n play/Travel crib - available upon request"", ""Frigidaire stainless steel oven"", ""Coffee"", ""Shampoo"", ""Ethernet connection"", ""Wine glasses"", ""Hangers"", ""Private entrance"", ""Bathtub"", ""Frigidaire refrigerator"", ""Central air conditioning"", ""Long term stays allowed"", ""Paid parking lot on premises \u2013 1 space"", ""Clothing storage: closet"", ""Hot water kettle"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Elevator"", ""Mosquito net"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""City skyline view"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Frigidaire stainless steel gas stove"", ""Standalone high chair - available upon request"", ""Board games"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Microwave"", ""55 inch HDTV with Netflix, Roku"", ""Hot water""]",t,2022-09-16,2024-09-02,2792126,t,243035563,100.0,42.0,41.85613,-87.6258,8.0,2.0,3.0,4.0,228.0,2.0,365,2.1,1125.0,18,44,65,330,50.0,20.0,2.0,4.82,4.84,4.88,4.68,4.88,4.66,4.66,2.05
3987,3987,Toy,2021-02-21,"Chicago, IL",within an hour,100.0,f,Bridgeport,['phone'],t,t,Neighborhood highlights,Bridgeport,Private room in townhouse,Private room,1 shared bath,"[""Dishwasher"", ""Dove body soap"", ""Movie theater"", ""Coffee"", ""Private entrance"", ""Paid parking off premises"", ""Long term stays allowed"", ""Hair dryer"", ""Bed linens"", ""Luggage dropoff allowed"", ""Private backyard \u2013 Not fully fenced"", ""Electrolux stainless steel oven"", ""Dedicated workspace"", ""Trash compactor"", ""Free street parking"", ""Life size games"", ""Safe"", ""Board games"", ""Portable fans"", ""Microwave"", ""Central heating"", ""Table corner guards"", ""Exercise equipment: free weights, yoga mat"", ""Wine glasses"", ""Hangers"", ""Private patio or balcony"", ""Bathtub"", ""Dove conditioner"", ""Bluetooth sound system"", ""Central air conditioning"", ""Hot water kettle"", ""Dishes and silverware"", ""Sun loungers"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Mini fridge"", ""Barbecue utensils"", ""Blender"", ""Freezer"", ""Shared beach access"", ""Kitchen"", ""Cooking basics"", ""Shower gel"", ""Outlet covers"", ""Electrolux stainless steel gas stove"", ""Wifi"", ""Exterior security cameras on property"", ""Dining table"", ""Lake access"", ""Room-darkening shades"", ""Indoor fireplace: electric, gas, pellet stove"", ""Rice maker"", ""Books and reading material"", ""Window guards"", ""Laundromat nearby"", ""City skyline view"", ""Extra pillows and blankets"", ""Keypad"", ""65 inch HDTV with Amazon Prime Video, Netflix, Roku"", ""First aid kit"", ""Fireplace guards"", ""Self check-in"", ""Fire pit"", ""Lock on bedroom door"", ""Clothing storage: closet and wardrobe"", ""Outdoor furniture"", ""Free residential garage on premises \u2013 1 space"", ""Electrolux refrigerator"", ""Outdoor dining area"", ""Hammock"", ""Cleaning products"", ""Dove shampoo"", ""Drying rack for clothing"", ""Private living room"", ""Private BBQ grill: charcoal, electric, gas"", ""Carbon monoxide alarm"", ""Toaster"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Outdoor playground"", ""Baking sheet"", ""Hot water""]",t,2023-05-08,2024-08-05,R22000090315,f,389492778,97.0,6.0,41.83813,-87.64127,2.0,1.0,1.0,2.0,115.0,2.0,365,2.0,365.0,22,52,82,357,12.0,9.0,0.0,4.75,4.58,4.83,4.67,4.83,4.67,4.67,0.72
3988,3988,Kara And Alex,2020-01-15,"Chicago, IL",within an hour,100.0,f,Avondale,"['email', 'phone']",t,t,Neighborhood highlights,West Town,Entire rental unit,Entire home/apt,2 baths,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Free dryer \u2013 In unit"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Hangers"", ""Oven"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-08-28,2024-09-02,R22000093248,f,327709604,90.0,10.0,41.9061,-87.6633,8.0,2.0,1.5,4.0,245.0,1.0,90,2.0,90.0,18,45,75,167,37.0,20.0,1.0,4.51,4.73,4.81,4.62,4.7,4.73,4.57,1.48
3989,3989,Kara And Alex,2020-01-15,"Chicago, IL",within an hour,100.0,f,Avondale,"['email', 'phone']",t,t,Neighborhood highlights,West Town,Entire rental unit,Entire home/apt,2.5 baths,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Free dryer \u2013 In unit"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Hangers"", ""Oven"", ""Private entrance"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-08-29,2024-08-23,R23000109758,f,327709604,90.0,10.0,41.90214,-87.67667,8.0,2.5,1.5,4.0,169.0,1.0,90,2.0,90.0,21,46,75,167,56.0,31.0,2.0,4.7,4.8,4.52,4.9,4.82,4.88,4.61,2.24
3990,3990,Mia & Noah,2017-09-03,"Chicago, IL",within an hour,100.0,f,Lake View East,"['email', 'phone']",t,t,Neighborhood highlights,Albany Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Oven"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Fire extinguisher"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-09-05,2024-08-28,R24000120008,f,148973907,89.0,12.0,41.96204,-87.70767,3.0,1.0,2.0,2.0,102.0,1.0,90,2.0,90.0,15,45,75,161,91.0,39.0,2.0,4.69,4.76,4.74,4.65,4.84,4.7,4.57,3.67
3991,3991,Mia & Noah,2017-09-03,"Chicago, IL",within an hour,100.0,f,Lake View East,"['email', 'phone']",t,t,Neighborhood highlights,Lake View,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Dryer \u2013 In building"", ""Hangers"", ""Oven"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Washer \u2013\u00a0In building"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-08-16,2024-09-02,R24000120830,f,148973907,89.0,12.0,41.93842,-87.6701,2.0,1.0,1.0,1.0,99.0,1.0,90,2.0,90.0,25,55,85,177,41.0,14.0,2.0,4.59,4.76,5.0,4.56,4.93,4.78,4.46,1.61
3992,3992,Federico,2017-09-14,"Chicago, IL",within an hour,100.0,t,Marshall Square,"['email', 'phone']",t,t,Neighborhood highlights,Logan Square,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""Children's playroom"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Free dryer \u2013 In unit"", ""Arcade games"", ""Exterior security cameras on property"", ""Smart lock"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Ethernet connection"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Private entrance"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""Clothing storage"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central air conditioning"", ""Free washer \u2013 In building"", ""Body soap"", ""Theme room"", ""Whirlpool gas stove"", ""Conditioner"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""Laundromat nearby"", ""Iron"", ""Sun loungers"", ""40 inch HDTV with Roku"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Life size games"", ""Blender"", ""Freezer"", ""Shared backyard \u2013 Fully fenced"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-09-05,2024-09-13,R22000085971,f,150639375,98.0,10.0,41.9229707,-87.7257884,10.0,1.0,3.0,5.0,111.0,2.0,364,3.3,729.6,8,36,66,146,80.0,46.0,3.0,4.83,4.8,4.69,4.95,4.93,4.74,4.68,3.23
3993,3993,Betty And Gab,2022-01-11,"Chicago, IL",within an hour,100.0,t,West Loop,"['email', 'phone']",t,t,Neighborhood highlights,Uptown,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Shampoo"", ""Ethernet connection"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Oven"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Washer \u2013\u00a0In unit"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-08-16,2024-08-30,R22000094606,f,440050189,92.0,11.0,41.96473,-87.65749,2.0,1.0,0.0,1.0,106.0,1.0,90,2.0,90.0,5,5,5,16,75.0,28.0,3.0,4.76,4.81,4.72,4.81,4.93,4.65,4.69,2.95
3994,3994,Betty And Gab,2022-01-11,"Chicago, IL",within an hour,100.0,t,West Loop,"['email', 'phone']",t,t,Neighborhood highlights,Uptown,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Shampoo"", ""Dryer \u2013\u00a0In unit"", ""Oven"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Fire extinguisher"", ""Washer \u2013\u00a0In unit"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-08-24,2024-09-01,R23000097452,f,440050189,92.0,11.0,41.96519,-87.65958,2.0,1.0,0.0,1.0,113.0,1.0,90,2.0,90.0,3,3,3,14,76.0,33.0,2.0,4.83,4.88,4.78,4.83,4.92,4.79,4.75,3.02
3995,3995,Mia & Noah,2017-09-03,"Chicago, IL",within an hour,100.0,f,Lake View East,"['email', 'phone']",t,t,Neighborhood highlights,Lake View,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Dryer \u2013 In building"", ""Hangers"", ""Oven"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Washer \u2013\u00a0In building"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-08-19,2024-08-22,R22000092276,f,148973907,89.0,12.0,41.93897,-87.67053,2.0,1.0,1.0,1.0,140.0,1.0,90,2.0,90.0,13,43,73,165,68.0,29.0,2.0,4.81,4.76,4.9,4.62,4.91,4.81,4.62,2.68
3996,3996,James,2022-08-04,No location,within an hour,100.0,t,Bronzeville,"['email', 'phone']",t,t,No specified,Douglas,Entire condo,Entire home/apt,2 baths,"[""Shower gel"", ""First aid kit"", ""Self check-in"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Smart lock"", ""Whirlpool refrigerator"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Fast wifi \u2013 626 Mbps"", ""Shared beach access"", ""Lake access"", ""Cleaning available during stay"", ""Hangers"", ""Private patio or balcony"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""Whirlpool stainless steel gas stove"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central air conditioning"", ""Rice maker"", ""Hot water kettle"", ""Outdoor dining area"", ""Body soap"", ""65 inch HDTV with Amazon Prime Video, Hulu, Disney+, Netflix"", ""Theme room"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Laundromat nearby"", ""Barbecue utensils"", ""Whirlpool stainless steel oven"", ""EV charger - level 2"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Private BBQ grill: electric"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-08-30,2024-09-12,R24000115107,f,473301260,100.0,1.0,41.8238,-87.62101,5.0,2.0,2.0,2.0,222.0,2.0,1125,2.0,1125.0,16,44,74,349,54.0,24.0,1.2,5.0,5.0,4.96,4.96,4.98,4.8,4.96,2.16
3997,3997,Jessie,2020-07-13,"Chicago, IL",within an hour,100.0,f,Ravenswood,"['email', 'phone']",t,t,Neighborhood highlights,Rogers Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Dryer \u2013 In building"", ""Hangers"", ""Oven"", ""Bathtub"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Washer \u2013\u00a0In building"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-09-26,2024-09-02,R23000095977,f,356154157,94.0,11.0,42.00825,-87.66659,2.0,1.0,1.0,1.0,96.0,1.0,90,2.0,90.0,18,45,75,167,74.0,34.0,1.0,4.68,4.76,4.85,4.9,4.88,4.85,4.7,3.07
3998,3998,Sara,2016-02-28,"San Diego, CA",within an hour,100.0,t,Wicker Park,"['email', 'phone']",t,t,Neighborhood highlights,West Town,Entire rental unit,Entire home/apt,1 bath,"[""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Central heating"", ""GE stainless steel oven"", ""Exterior security cameras on property"", ""HDTV with Amazon Prime Video"", ""Hangers"", ""Wine glasses"", ""Private entrance"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Long term stays allowed"", ""Central air conditioning"", ""Children\u2019s books and toys"", ""Free washer \u2013 In building"", ""Coffee maker: drip coffee maker"", ""GE stainless steel gas stove"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-10-12,2024-08-12,Without license,f,60777581,100.0,2.0,41.90718,-87.66758,2.0,1.0,1.0,2.0,82.0,32.0,1125,32.0,1125.0,0,10,10,280,7.0,4.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.86,0.3
3999,3999,Jessie,2020-07-13,"Chicago, IL",within an hour,100.0,f,Ravenswood,"['email', 'phone']",t,t,Neighborhood highlights,Rogers Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Shampoo"", ""Dryer \u2013 In building"", ""Hangers"", ""Oven"", ""Bathtub"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Washer \u2013\u00a0In building"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2022-10-15,2024-09-02,R23000098302,f,356154157,94.0,11.0,42.00911,-87.66635,6.0,1.0,3.0,3.0,104.0,1.0,90,2.0,90.0,18,39,69,161,40.0,25.0,2.0,4.53,4.65,4.63,4.9,4.78,4.6,4.45,1.7
