,Unnamed: 0,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
6722,6722,Cloud9,2019-03-14,No location,within an hour,100.0,t,West Loop/Greektown,['phone'],t,t,Neighborhood highlights,Near West Side,Entire rental unit,Entire home/apt,2 baths,"[""Refrigerator"", ""Stainless steel oven"", ""Shared gym in building"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Noise decibel monitors on property"", ""Free dryer \u2013 In unit"", ""Exercise equipment"", ""Shampoo"", ""Bathtub"", ""TV"", ""Patio or balcony"", ""Central air conditioning"", ""Long term stays allowed"", ""Elevator"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Shared hot tub"", ""City skyline view"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Pool"", ""Smoke alarm"", ""Gas stove"", ""Single level home"", ""Extra pillows and blankets"", ""Safe"", ""Kitchen"", ""Cooking basics"", ""Microwave""]",t,2024-03-10,2024-08-18,R23000110923,f,248760412,98.0,11.1,41.88549,-87.66008,5.0,2.0,2.0,3.0,162.9,2.0,365,2.4,1125.0,17,40,70,340,8.0,8.0,1.0,4.75,4.75,4.5,4.9,4.88,4.88,4.38,1.25
6723,6723,William,2018-01-22,"Chicago, IL",within an hour,100.0,Unknown,Lake View East,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Logan Square,Entire home,Entire home/apt,3 baths,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Dryer"", ""Stove"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Ethernet connection"", ""Sound system"", ""Hangers"", ""Oven"", ""Wine glasses"", ""Private entrance"", ""Free parking on premises"", ""Clothing storage"", ""Patio or balcony"", ""Air conditioning"", ""Outdoor furniture"", ""Pack \u2019n play/Travel crib"", ""Hot water kettle"", ""Washer"", ""Body soap"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""TV with standard cable"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Blender"", ""Board games"", ""Freezer"", ""Baking sheet"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-03-18,2024-08-19,R24000113780,f,169297663,95.0,47.0,41.91429,-87.68651,12.0,3.0,1.5,5.0,421.0,1.0,365,3.0,365.0,23,53,76,351,6.0,6.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.98
6724,6724,Vish,2022-04-21,No location,within a few hours,60.0,f,Bucktown,"['email', 'phone']",t,t,No specified,West Town,Private room in rental unit,Private room,1 bath,"[""Lock on bedroom door"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Air conditioning"", ""Kitchen"", ""Dedicated workspace"", ""Washer""]",t,31/12/2030,31/12/2030,Without license,t,455403454,88.0,3.0,41.89431,-87.66251,1.0,1.0,1.0,1.0,79.0,32.0,90,32.0,90.0,30,60,90,270,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.97,4.9,4.8,5.31
6725,6725,Feven,2019-03-31,"Chicago, IL",within an hour,100.0,t,West Town,"['email', 'phone']",t,t,No specified,West Town,Entire home,Entire home/apt,3.5 baths,"[""Shower gel"", ""Refrigerator"", ""BBQ grill"", ""First aid kit"", ""Single oven"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Central heating"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Stove"", ""Arcade games"", ""Exterior security cameras on property"", ""Fire pit"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Private backyard"", ""Wine glasses"", ""Hangers"", ""Private entrance"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""Children\u2019s dinnerware"", ""TV"", ""Lockbox"", ""Central air conditioning"", ""Pack \u2019n play/Travel crib"", ""Rice maker"", ""Clothing storage: closet"", ""Hot water kettle"", ""Coffee maker: drip coffee maker"", ""Outdoor dining area"", ""Body soap"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Carbon monoxide alarm"", ""Standalone high chair - always at the listing"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Blender"", ""Safe"", ""Board games"", ""Freezer"", ""Baking sheet"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-03-10,2024-09-11,R24000113795,t,252439483,98.0,2.0,41.90309097494056,-87.6905131159676,4.1,3.5,1.5,2.1,398.0,2.0,365,2.1,365.0,8,21,38,246,34.0,34.0,1.2,4.97,4.97,5.0,5.0,4.97,4.88,4.94,5.31
6726,6726,Brad Allen,2024-02-18,"Chicago, IL",Not defined,0.0,f,Not specified,"['email', 'phone']",t,t,Neighborhood highlights,Pullman,Entire townhouse,Entire home/apt,2 baths,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Central heating"", ""Exterior security cameras on property"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Clothing storage: dresser"", ""Hangers"", ""Oven"", ""Wine glasses"", ""Private entrance"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""TV"", ""Air conditioning"", ""Lockbox"", ""Body soap"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Gas stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Board games"", ""Baking sheet"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-03-18,2024-09-15,R23000109109,f,562673761,96.0,1.0,41.9,-87.6074,6.0,2.0,3.0,3.0,175.0,1.0,365,2.0,365.0,15,35,65,244,17.0,17.0,5.0,4.94,4.88,4.94,4.88,4.94,4.47,4.94,2.77
6727,6727,Villa,2023-11-06,"Chicago, IL",within an hour,100.0,t,Douglas,"['email', 'phone']",t,t,No specified,Douglas,Entire home,Entire home/apt,2.5 baths,"[""Refrigerator"", ""BBQ grill"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Smart lock"", ""Fire pit"", ""Dining table"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Room-darkening shades"", ""TV"", ""Patio or balcony"", ""Central air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hot water kettle"", ""Outdoor dining area"", ""GE stainless steel gas stove"", ""Coffee maker"", ""Books and reading material"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Cleaning products"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Barbecue utensils"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Indoor fireplace"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Outdoor playground"", ""Freezer"", ""Baking sheet"", ""Courtyard view"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,31/12/2030,31/12/2030,2556094,f,545236821,97.0,27.0,41.829352273528286,-87.62106506699601,12.0,2.5,1.5,6.0,162.9,2.0,1125,2.0,1116.3,30,60,90,365,0.0,0.0,0.0,4.8,4.88,4.9,4.8,5.0,4.9,4.8,0.93
6728,6728,Christopher,2018-01-01,"Los Angeles, CA",Not defined,0.0,f,Streeterville,"['email', 'phone']",t,t,No specified,Near North Side,Entire rental unit,Entire home/apt,2.5 baths,"[""Paid parking on premises"", ""BBQ grill"", ""Building staff"", ""Self check-in"", ""Wifi"", ""Beach access \u2013 Beachfront"", ""Central heating"", ""Exercise equipment"", ""Lake access"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Outdoor dining area"", ""Washer"", ""Bed linens"", ""Fire extinguisher"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Beach essentials"", ""Kitchen""]",t,31/12/2030,31/12/2030,Without license,f,165274135,96.0,1.0,41.89312372932783,-87.61469828941041,5.0,2.5,2.0,3.0,225.0,12.7,365,13.3,365.0,16,46,76,350,0.0,0.0,0.0,4.8,4.88,4.9,4.8,5.0,4.9,4.8,0.93
6729,6729,Danica,2017-10-25,"Chicago, IL",within an hour,100.0,f,Lake View,"['email', 'phone']",t,t,No specified,Near West Side,Private room in rental unit,Private room,1.5 baths,"[""Lock on bedroom door"", ""Smoke alarm"", ""Free parking on premises"", ""Self check-in"", ""Wifi"", ""TV"", ""Air conditioning"", ""Lockbox"", ""Dedicated workspace"", ""Kitchen"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Washer""]",t,2024-03-09,2024-07-14,R24000113782,f,156234656,99.0,8.0,41.88411798930385,-87.67099213908452,2.0,1.4,1.0,2.1,225.0,1.0,30,2.0,30.0,0,0,0,0,6.0,6.0,0.0,4.83,4.5,4.67,5.0,5.0,4.67,4.67,0.93
6730,6730,David,2012-02-10,"Chicago, IL",within an hour,100.0,f,Humboldt Park,"['email', 'phone']",t,t,No specified,Hermosa,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""Portable fans"", ""Wifi"", ""Self check-in"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Smart lock"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Sound system"", ""Hangers"", ""Oven"", ""Wine glasses"", ""Bathtub"", ""Room-darkening shades"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Rice maker"", ""Body soap"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-05-19,2024-09-02,R24000113877,f,1728889,80.0,3.0,41.91426799659273,-87.73022153652394,4.0,1.0,2.0,2.0,135.0,2.0,365,2.0,365.0,24,54,84,264,8.0,8.0,2.0,4.75,4.75,4.63,5.0,5.0,4.9,4.8,1.97
6731,6731,James,2013-04-09,"Chicago, IL",within an hour,100.0,t,Woodlawn,"['email', 'phone']",t,t,Neighborhood highlights,Woodlawn,Entire rental unit,Entire home/apt,2 baths,"[""Refrigerator"", ""First aid kit"", ""Single oven"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Central heating"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Dining table"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Free parking on premises"", ""Bathtub"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Coffee maker: drip coffee maker"", ""Hot water kettle"", ""Washer"", ""Body soap"", ""Books and reading material"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smoke alarm"", ""Gas stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Board games"", ""Freezer"", ""Baking sheet"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-03-14,2024-09-16,R23000105024,f,5845899,98.0,3.0,41.78350029941281,-87.60834403439331,6.0,2.0,2.0,3.0,133.0,2.0,27,2.0,27.0,10,40,44,44,29.0,29.0,4.0,5.0,4.96,4.93,5.0,4.96,4.9,4.75,4.63
6732,6732,Roseanna,2020-10-07,"Chicago, IL",within an hour,99.0,f,Little Italy,"['email', 'phone']",t,t,No specified,Near West Side,Private room in rental unit,Private room,1 shared bath,"[""Lock on bedroom door"", ""Smoke alarm"", ""Free parking on premises"", ""Wifi"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Kitchen"", ""Carbon monoxide alarm"", ""Washer""]",t,31/12/2030,31/12/2030,Without license,f,371036931,100.0,35.0,41.87079053455412,-87.65368860280645,1.0,1.0,1.0,1.0,70.0,32.0,365,32.0,365.0,15,44,74,254,0.0,0.0,0.0,4.8,4.96,4.9,4.8,4.67,4.9,4.8,1.81
6733,6733,Milan,2021-04-04,"Chicago, IL",within an hour,100.0,t,Near South Side,"['email', 'phone']",t,t,Neighborhood highlights,Near South Side,Entire rental unit,Entire home/apt,2 baths,"[""Shower gel"", ""BBQ grill"", ""First aid kit"", ""Shared gym in building"", ""Cooking basics"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Central heating"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Smart lock"", ""Fire pit"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Ethernet connection"", ""Wine glasses"", ""Hangers"", ""Private entrance"", ""Bathtub"", ""Outdoor furniture"", ""Paid dryer \u2013 In building"", ""Central air conditioning"", ""Frigidaire refrigerator"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Hot water kettle"", ""Coffee maker: drip coffee maker"", ""Outdoor dining area"", ""Body soap"", ""Paid parking garage on premises \u2013 1 space"", ""Elevator"", ""Paid washer \u2013 In building"", ""Mosquito net"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Laundromat nearby"", ""City skyline view"", ""Drying rack for clothing"", ""Frigidaire stainless steel single oven"", ""Luggage dropoff allowed"", ""EV charger - level 2"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Single level home"", ""Extra pillows and blankets"", ""Folding or convertible high chair - available upon request"", ""Frigidaire stainless steel gas stove"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Microwave"", ""55 inch HDTV with Netflix, Roku"", ""Hot water""]",t,2024-03-03,2024-09-13,2792126,t,395498979,99.0,11.1,41.85489998727535,-87.6234284586269,8.0,2.0,2.0,2.0,195.0,2.0,365,2.1,1125.0,12,39,62,337,12.0,12.0,2.0,4.58,4.67,4.58,4.67,4.67,4.67,4.42,1.81
6734,6734,Freddy,2022-10-19,No location,within an hour,100.0,t,Lower West Side,"['email', 'phone']",t,t,No specified,Near West Side,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Stainless steel oven"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Shampoo"", ""Hangers"", ""Private entrance"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""Clothing storage: closet"", ""Hot water kettle"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Stainless steel stove"", ""Freezer"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,31/12/2030,31/12/2030,Without license,f,484234479,98.0,3.0,41.86034886497508,-87.65389151538058,2.0,1.0,1.0,0.0,100.0,12.7,365,13.3,365.0,30,60,90,365,0.0,0.0,0.0,4.8,4.67,4.9,4.8,4.94,4.9,4.8,2.56
6735,6735,Milan,2021-04-04,"Chicago, IL",within an hour,100.0,t,Near South Side,"['email', 'phone']",t,t,Neighborhood highlights,Near South Side,Entire rental unit,Entire home/apt,2 baths,"[""Shower gel"", ""BBQ grill"", ""First aid kit"", ""Shared gym in building"", ""Cooking basics"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Central heating"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Smart lock"", ""Fire pit"", ""Pack \u2019n play/Travel crib - available upon request"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Ethernet connection"", ""Wine glasses"", ""Hangers"", ""Private entrance"", ""Bathtub"", ""Outdoor furniture"", ""Paid dryer \u2013 In building"", ""Central air conditioning"", ""Frigidaire refrigerator"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Hot water kettle"", ""Coffee maker: drip coffee maker"", ""Outdoor dining area"", ""Body soap"", ""Paid parking garage on premises \u2013 1 space"", ""Elevator"", ""Paid washer \u2013 In building"", ""Mosquito net"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Laundromat nearby"", ""City skyline view"", ""Drying rack for clothing"", ""Frigidaire stainless steel single oven"", ""Luggage dropoff allowed"", ""EV charger - level 2"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Single level home"", ""Extra pillows and blankets"", ""Folding or convertible high chair - available upon request"", ""Frigidaire stainless steel gas stove"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Microwave"", ""55 inch HDTV with Netflix, Roku"", ""Hot water""]",t,2024-03-03,2024-09-15,2792126,t,395498979,99.0,11.1,41.854188430804165,-87.62328346581057,6.0,2.0,2.0,2.0,197.0,2.0,365,2.1,1125.0,2,23,45,320,17.0,17.0,2.0,4.88,5.0,4.88,4.82,4.94,4.76,4.88,2.56
6736,6736,Nathan,2014-09-02,"Chicago, IL",within a few hours,100.0,f,Albany Park,"['email', 'phone']",t,t,Neighborhood highlights,Albany Park,Entire rental unit,Entire home/apt,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Shared backyard \u2013 Fully fenced"", ""Shampoo"", ""Cleaning available during stay"", ""Wine glasses"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Long term stays allowed"", ""Central air conditioning"", ""Clothing storage: closet"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Gas stove"", ""Extra pillows and blankets"", ""Keypad"", ""Board games"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Stainless steel single oven"", ""HDTV with Roku"", ""Microwave"", ""Hot water""]",t,2024-08-10,2024-08-10,Without license,f,20848783,100.0,1.0,41.9661005,-87.7160375,5.0,1.0,2.0,2.0,125.0,32.0,180,32.0,180.0,5,5,31,211,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.77
6737,6737,Mimi (Mary),2019-12-26,No location,within an hour,100.0,t,Atlantic Gardens,"['phone', 'work_email']",t,t,No specified,Logan Square,Entire rental unit,Entire home/apt,1 bath,"[""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Central heating"", ""Dining table"", ""Coffee"", ""Wine glasses"", ""Hangers"", ""Private entrance"", ""Bathtub"", ""Room-darkening shades"", ""TV"", ""Paid dryer \u2013 In building"", ""Air conditioning"", ""Patio or balcony"", ""Outdoor furniture"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Hot water kettle"", ""Coffee maker: drip coffee maker"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Gas stove"", ""Keypad"", ""Shared backyard \u2013 Fully fenced"", ""Kitchen"", ""Cooking basics"", ""Stainless steel single oven"", ""Microwave"", ""Hot water""]",t,2024-03-12,2024-08-06,R23000100600,f,321181950,94.0,6.0,41.9259674,-87.7253021,4.0,1.0,2.0,2.0,197.0,3.0,365,3.1,365.0,17,41,69,144,7.0,7.0,0.0,4.86,4.86,5.0,5.0,4.71,4.57,4.86,1.11
6738,6738,Blueground,2016-12-16,"New York, NY",within an hour,100.0,f,Cambridge,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Near North Side,Entire rental unit,Entire home/apt,1 bath,"[""Refrigerator"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Shampoo"", ""Gym"", ""Crib"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Oven"", ""Private entrance"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""High chair"", ""Elevator"", ""Coffee maker"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Washer \u2013\u00a0In unit"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Pool"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,31/12/2030,31/12/2030,Without license,t,107434423,96.0,11.1,41.890516,-87.635955,2.0,1.0,1.0,1.0,194.0,32.0,1125,37.3,1125.0,4,34,64,339,0.0,0.0,0.0,4.8,4.86,4.9,4.8,4.83,4.9,4.8,1.15
6739,6739,Blueground,2016-12-16,"New York, NY",within an hour,100.0,f,Cambridge,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Near North Side,Entire rental unit,Entire home/apt,1 bath,"[""Refrigerator"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Shampoo"", ""Gym"", ""Crib"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Oven"", ""Private entrance"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Lockbox"", ""High chair"", ""Elevator"", ""Coffee maker"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Washer \u2013\u00a0In unit"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Pool"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,31/12/2030,31/12/2030,Without license,t,107434423,96.0,11.1,41.890516,-87.635955,2.0,1.0,1.0,1.0,197.0,32.0,1125,38.5,1125.0,0,0,0,242,0.0,0.0,0.0,4.8,4.86,4.9,4.8,4.83,4.9,4.8,1.15
